author,authorLink,content,forward,forward,comments,fabulous,time,source
南宁经开区,https://weibo.com/2655984557?refer_flag=1001030103_,#战胜疫情南宁在行动# #抗击疫情 南宁在行动# 【务实帮扶稳经济 返岗复工信心足 南宁市约75%的规上工业企业复工复产】生产一线也是战“疫”前线，生产车间也是疫情防控的“战场”。南宁市委、市政府高度重视、认真贯彻落实中央和自治区部署，毫不放松抓好疫情防控和复工复产各项工作 ...,,,,,8秒前,360安全浏览器
微观青岛,https://weibo.com/2647556885?refer_flag=1001030103_,#青岛新型肺炎疫情播报# 最新！青岛0新增！2020年2月25日0-12时，山东省报告新增新型冠状病毒肺炎确诊病例1例，累计确诊病例756例（含重症病例8例，危重症病例6例，治愈出院349例，死亡病例6例）；无新增疑似病例，现有疑似病例11例。 查看图片,,,,,8秒前,
芜湖月老,https://weibo.com/5579099589?refer_flag=1001030103_,芜湖#直击芜湖抗击新冠肺炎# 【安徽一级响应调整为二级】安徽自2020年2月25日12时起，将新冠肺炎疫情防控应急响应级别由省重大突发公共卫生事件一级响应调整为省级二级响应。 #芜湖身边事#,,,,,8秒前,芜湖超话
那个不一样的他,https://weibo.com/1973352294?refer_flag=1001030103_,准备24岁，创业两年多，想法真的有很多，心里也多了一份责任感，公司能不能够长久发展，比如这次遇到了疫情，工厂和物流都延时交货和发货，大大减缓了公司的整体效率，在19年的时候我计划了很多项目，整体布局减慢了一个月，希望这个阶段能够快点渡过。ps:看到身边的电商同行都在扩大发展，总是很激励我一起加油吖 ,,,,,9秒前,iPhone客户端
江西百科,https://weibo.com/1836672812?refer_flag=1001030103_,#南昌身边事#【南昌战“疫”夫妻：万般思念一“线”牵】占雪琴是南昌市第三医院的一名工作人员，疫情期间，她每天都要对进入医院的病人及家属进行体温检查和信息排查，严格把好医院的“第一道防线”。而占雪琴的丈夫吴晓昇，早已作为南昌市第三医院第五批援助湖北医疗队队员奔赴武汉战“疫”一线。闲暇之余，他们只能通过视频聊天的方式聊上几句。L南昌广播电视台的微博视频 ,,,,,10秒前,搜狗高速浏览器
小末在认真记录,https://weibo.com/5606879579?refer_flag=1001030103_,收到一条求助信息大家路过的话，还麻烦大家能点开看看哦具体的内容，前三张图片已经很详细了就是求助者小姨的果园因为受疫情的影响，积压了几百万斤的果实。如果大家有需要的话，可以联系@躺躺1996 这个小姐妹了解具体的情况～不过我没有买过她家小姨的水果，不知道产品的具体情况，无法保证品质问题。所以把小姐妹单独发我的图也发给大家看一下～真的希望疫情能赶紧过去🙏🙏🙏也希望大家能够注意安全，继续保持警惕，做好防护措施 ,,,,,10秒前,
北京回龙观医院,https://weibo.com/2656431445?refer_flag=1001030103_,疫情期间如何缓解焦虑情绪？试试这项运动！——北京回龙观医院闫少校医生@首都健康 @北京12320在聆听 L北京回龙观医院的微博视频,,,,,10秒前,专业版微博
健康中国,https://weibo.com/2834480301?refer_flag=1001030103_,#健康发布# 【截至2月24日24时新型冠状病毒肺炎疫情最新情况】2月24日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例508例，新增死亡病例71例（湖北68例，山东2例，广东1例），新增疑似病例530例。当日新增治愈出院病例2589例，解除医学观察的密切接触者15758人，重症病例减少789例。截至2月24日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例47672例（其中重症病例9126例），累计治愈出院病例27323例，累计死亡病例2663例，累计报告确诊病例77658例，现有疑似病例2824例。累计追踪到密切接触者641742人，尚在医学观察的密切接触者87902人。湖北新增确诊病例499例（武汉464例），新增治愈出院病例2116例（武汉1391例），新增死亡病例68例（武汉56例），现有确诊病例43369例（武汉34691例），其中重症病例8675例（武汉7647例）。累计治愈出院病例18854例（武汉10337例），累计死亡病例2563例（武汉2043例），累计确诊病例64786例（武汉47071例）。新增疑似病例373例（武汉282例），现有疑似病例2292例（武汉1529例）。累计收到港澳台地区通报确诊病例121例：香港特别行政区81例（出院19例，死亡2例），澳门特别行政区10例（出院6例），台湾地区30例(出院5例，死亡1例)。 , 467, 467, 936,6880,今天08:54,微博 weibo.com
南皮法院,https://weibo.com/3549332334?refer_flag=1001030103_,#冀法战疫# 南皮法院院长庞爱民督查疫情防控工作并慰问一线防控干警连日来，南皮法院院长庞爱民多次到包联小区法院家属楼和南街居民区共四个卡点督查疫情防控工作并慰问一线防控干警。庞院长详细了解人员力量调配、应急值守、疫情排查、管控措施落实等有关情况，强调要把人民群众生命安全和身体健康放在首位，把疫情防控工作作为当前最重要的工作来抓。针对小区出口没有安全门带来的管控困难，庞院长亲自部署为其安装两个简易门，提高了小区的安全性。同时对疫情防控一线工作人员坚守岗位、勤奋敬业的工作表示肯定，叮嘱他们在做好各项防疫工作的同时确保个人防护安全，希望他们发扬不怕疲劳、连续作战的优良作风，共同努力严防死守，筑牢疫情防线。庞爱民要求，要提高政治站位，把疫情防控作为当前最重要的工作来抓；要突出工作重点，构建防范疫情扩散的阻击线；要强化队伍建设，合理安排警力，保障好防控疫情第一线的民警的食宿和防护装备。 ,,,,,7秒前,专业版微博
石狮日报,https://weibo.com/2282066074?refer_flag=1001030103_,#石狮日报即时新闻# 【永宁镇山边村多措并举“外防输入”】“您好，我是山边村疫情防控网格员，请配合做好登记和体温测量工作。”在永宁镇山边村一出租私房内，石狮市下派驻村干部张良才和村委会网格人员正在给两户刚从安徽省安庆和亳州返工的外来务工人员做登记并进行测量体温。他们一行8个人，是凌晨刚抵达山边村的。清晨一大早，一接到出租房东的报告，村委会网格团队便急忙忙赶到现场。疫情防控启动以来，特别是党员“1+N”村村设卡防控劝导站取消运作以来，山边村按照撤卡不撤防的思路，加大“五个起来”防疫宣传和网格化摸排力度，充分发挥党的群众工作优势，紧紧依靠人民群众织密疫情防控网，做好“外方输入”工作。不少出租私房房东、租户和村民积极主动向村委会报告情况。截止目前，各项疫情防控工作开展顺利，辖区内秩序良好，未发现任何疫情隐患。(石狮日报记者 许小雄) ,,,,,8秒前,微博 weibo.com
正蓝旗警民之声,https://weibo.com/2120843605?refer_flag=1001030103_,我们的责任与担当——记桑根达来派出所全力开展疫情防控阻击战正蓝旗公安局桑根达来派出所在抗击“新冠肺炎”疫情的战场上，全所民警和辅警用自己坚定的信念和对人民群众的满腔热情谱写着无悔的诗篇。在过去的二十多个日日夜夜里，在当地党委、政府和旗公安局党委的坚强领导下，派出所同辖区人民正在紧张地开展一场没有硝烟的“抗疫” 阻击战，用自己辛勤的汗水、顽强的意志、坚定的信念打赢这场“抗疫” 阻击战。——非常时期忠诚、担当由于此次“新冠肺炎”疫情的发生正值春节期间，为了控制疫情的蔓延和传播，按照上级部门统一部署，派出所迅速作出反应，第一时间成立了防控“新冠肺炎”疫情工作专班，研究制定辖区具体工作措施。同时，召开专题会议，对疫情防护工作进行动员部署，要求全所上下切实提高政治思想认识，充分发扬特别能吃苦、特别能战斗的精神，把抗击疫情作为当前的最重要的政治任务来抓，把人民群众的生命安全和身体健康放在第一位，做到“疫情在前、警察不退”，坚决打赢这场疫情防控阻击战，向党和人民交上一份完美的答卷。——与外地入镇人员零距离接触为切实做好新型病毒疫情防护工作，派出所以207国道桑根达来镇北口检查点为依托，实行24小时勤务制度，对所有的进城车辆逢车必查，确保不漏一车，不漏一人，及时发现和排查疫情安全隐患，切实织起了一张防控隔离大网。自2月1日起，派出所积极参加镇直机关组织的“街面”疫情防控检查点执勤，对进街的外地车辆实行“不停留、不下车、不入店”疏导管理，避免与当地群众接触，严防感染病毒入侵我镇。疫情防控工作持续开展，桑根达来派出所民（辅）警深入各嘎查，向群众宣传和推广使用“二维码”，对所有进出人员进行登记，在各嘎查民警现场指导填写相关信息，教育并引导辖区群众科学认识疫情，正确掌握防控知识，最大限度争取广大群众的理解和支持。通过扫码登记身份信息、健康等状况等，避免交叉感染，形成了抗疫情人人参与的良好局面。截至目前，在检查工作中尚未发现有发热患者和疑似病例，但广大执勤民警在专用防护装备尚不完备的情况下，每天都要与外省进镇人员面对面直接对话接触，时刻都存在着被传染的风险。但他们把自己的健康甚至生命安全置之度外，兢兢业业的做好各项工作，竭尽全力守好入城关卡，把疫情拒之门外。——班子战斗堡垒坚强有力派出所领导班子成员充分发挥战斗堡垒作用，始终走在队伍前列，深入一线、靠前指挥，与一线民警并肩战斗。派出所带班领导每天轮流深入执勤检查点坐镇一线执勤。在领导的带动下，广大党员民警主动作为、坚守岗位，充分发扬了不怕疲劳、连续作战的作风。期间，由于表现突出，派出所1名辅受到局党委嘉奖一次。为确保执勤民警的健康安全，派出所领导千方百计争取口罩、手套、防护服、消毒液等安全防护装备和用品，为奋战在一线的民警提供坚实的保障，全力做好民警的安全防护工作。由于防护措施得当，目前全所民警、辅警没有一例受到“新冠肺炎”感染，全体人员经受住了严峻形式下精神上和思想上的考验。目前，这场疫情防控阻击战仍在进行中。但派出所全体民警、辅警毫不气馁、毫不松懈，始终坚守着自己的岗位，“舍小家顾大家”，用信念书写着自己的忠诚，用行动践行着警察的誓言。 ,,,,,9秒前,360安全浏览器
